record_id,region,trending_date,category_title,videos_count
314,France,2018-03-16 00:00:00.000000,Comedy,44
315,France,2018-03-17 00:00:00.000000,Comedy,40
316,France,2018-03-18 00:00:00.000000,Comedy,16
317,France,2018-03-19 00:00:00.000000,Comedy,24
318,France,2018-03-20 00:00:00.000000,Comedy,32
319,France,2018-03-21 00:00:00.000000,Comedy,36
320,France,2018-03-22 00:00:00.000000,Comedy,34
321,France,2018-03-23 00:00:00.000000,Comedy,38
322,France,2018-03-24 00:00:00.000000,Comedy,34
323,France,2018-03-25 00:00:00.000000,Comedy,24
324,France,2018-03-26 00:00:00.000000,Comedy,30
325,France,2018-03-27 00:00:00.000000,Comedy,36
326,France,2018-03-28 00:00:00.000000,Comedy,36
327,France,2018-03-29 00:00:00.000000,Comedy,52
328,France,2018-03-30 00:00:00.000000,Comedy,54
329,France,2018-03-31 00:00:00.000000,Comedy,36
330,France,2018-04-01 00:00:00.000000,Comedy,24
331,France,2018-04-02 00:00:00.000000,Comedy,38
332,France,2018-04-03 00:00:00.000000,Comedy,32
333,France,2018-04-04 00:00:00.000000,Comedy,54
334,France,2018-04-05 00:00:00.000000,Comedy,52
335,France,2018-04-06 00:00:00.000000,Comedy,46
336,France,2018-04-07 00:00:00.000000,Comedy,56
337,France,2018-04-14 00:00:00.000000,Comedy,32
338,France,2018-04-15 00:00:00.000000,Comedy,40
339,France,2018-04-16 00:00:00.000000,Comedy,42
340,France,2018-04-17 00:00:00.000000,Comedy,38
341,France,2018-04-18 00:00:00.000000,Comedy,38
342,France,2018-04-19 00:00:00.000000,Comedy,36
343,France,2018-04-20 00:00:00.000000,Comedy,36
344,France,2018-04-21 00:00:00.000000,Comedy,40
345,France,2018-04-22 00:00:00.000000,Comedy,46
346,France,2018-04-23 00:00:00.000000,Comedy,46
347,France,2018-04-24 00:00:00.000000,Comedy,34
348,France,2018-04-25 00:00:00.000000,Comedy,32
349,France,2018-04-26 00:00:00.000000,Comedy,44
350,France,2018-04-27 00:00:00.000000,Comedy,52
351,France,2018-04-28 00:00:00.000000,Comedy,58
352,France,2018-04-29 00:00:00.000000,Comedy,42
353,France,2018-04-30 00:00:00.000000,Comedy,34
354,France,2018-05-01 00:00:00.000000,Comedy,26
355,France,2018-05-02 00:00:00.000000,Comedy,38
356,France,2018-05-03 00:00:00.000000,Comedy,38
357,France,2018-05-04 00:00:00.000000,Comedy,32
358,France,2018-05-05 00:00:00.000000,Comedy,38
359,France,2018-05-06 00:00:00.000000,Comedy,40
360,France,2018-05-07 00:00:00.000000,Comedy,54
361,France,2018-05-08 00:00:00.000000,Comedy,52
362,France,2018-05-09 00:00:00.000000,Comedy,42
363,France,2018-05-10 00:00:00.000000,Comedy,34
364,France,2018-05-11 00:00:00.000000,Comedy,30
365,France,2018-05-12 00:00:00.000000,Comedy,36
366,France,2018-05-13 00:00:00.000000,Comedy,32
367,France,2018-05-14 00:00:00.000000,Comedy,20
368,France,2018-05-15 00:00:00.000000,Comedy,34
369,France,2018-05-16 00:00:00.000000,Comedy,28
370,France,2018-05-17 00:00:00.000000,Comedy,32
371,France,2018-05-18 00:00:00.000000,Comedy,36
372,France,2018-05-19 00:00:00.000000,Comedy,34
373,France,2018-05-20 00:00:00.000000,Comedy,32
374,France,2018-05-21 00:00:00.000000,Comedy,42
375,France,2018-05-22 00:00:00.000000,Comedy,48
376,France,2018-05-23 00:00:00.000000,Comedy,44
377,France,2018-05-24 00:00:00.000000,Comedy,34
378,France,2018-05-25 00:00:00.000000,Comedy,38
379,France,2018-05-26 00:00:00.000000,Comedy,38
380,France,2018-05-27 00:00:00.000000,Comedy,40
381,France,2018-05-28 00:00:00.000000,Comedy,56
382,France,2018-05-29 00:00:00.000000,Comedy,48
383,France,2018-05-30 00:00:00.000000,Comedy,36
384,France,2018-05-31 00:00:00.000000,Comedy,50
385,France,2018-06-01 00:00:00.000000,Comedy,38
386,France,2018-06-02 00:00:00.000000,Comedy,36
387,France,2018-06-03 00:00:00.000000,Comedy,24
388,France,2018-06-04 00:00:00.000000,Comedy,40
389,France,2018-06-05 00:00:00.000000,Comedy,40
390,France,2018-06-06 00:00:00.000000,Comedy,28
391,France,2018-06-07 00:00:00.000000,Comedy,38
392,France,2018-06-08 00:00:00.000000,Comedy,34
393,France,2018-06-09 00:00:00.000000,Comedy,40
394,France,2018-06-10 00:00:00.000000,Comedy,30
395,France,2018-06-11 00:00:00.000000,Comedy,40
396,France,2018-06-12 00:00:00.000000,Comedy,52
397,France,2018-06-13 00:00:00.000000,Comedy,48
398,France,2018-06-14 00:00:00.000000,Comedy,36
399,France,2017-11-14 00:00:00.000000,Education,12
400,France,2017-11-15 00:00:00.000000,Education,4
401,France,2017-11-16 00:00:00.000000,Education,8
402,France,2017-11-17 00:00:00.000000,Education,8
403,France,2017-11-18 00:00:00.000000,Education,2
404,France,2017-11-19 00:00:00.000000,Education,8
405,France,2017-11-20 00:00:00.000000,Education,4
406,France,2017-11-21 00:00:00.000000,Education,10
407,France,2017-11-22 00:00:00.000000,Education,12
408,France,2017-11-23 00:00:00.000000,Education,10
409,France,2017-11-24 00:00:00.000000,Education,8
410,France,2017-11-25 00:00:00.000000,Education,10
411,France,2017-11-26 00:00:00.000000,Education,6
412,France,2017-11-27 00:00:00.000000,Education,8
413,France,2017-11-28 00:00:00.000000,Education,4
414,France,2017-11-29 00:00:00.000000,Education,10
415,France,2017-11-30 00:00:00.000000,Education,6
416,France,2017-12-01 00:00:00.000000,Education,12
417,France,2017-12-02 00:00:00.000000,Education,14
418,France,2017-12-03 00:00:00.000000,Education,6
419,France,2017-12-04 00:00:00.000000,Education,18
420,France,2017-12-05 00:00:00.000000,Education,6
421,France,2017-12-06 00:00:00.000000,Education,6
422,France,2017-12-07 00:00:00.000000,Education,6
423,France,2017-12-08 00:00:00.000000,Education,8
424,France,2017-12-09 00:00:00.000000,Education,8
425,France,2017-12-10 00:00:00.000000,Education,8
426,France,2017-12-11 00:00:00.000000,Education,4
427,France,2017-12-12 00:00:00.000000,Education,4
428,France,2017-12-13 00:00:00.000000,Education,4
429,France,2017-12-14 00:00:00.000000,Education,8
430,France,2017-12-15 00:00:00.000000,Education,12
431,France,2017-12-16 00:00:00.000000,Education,2
432,France,2017-12-17 00:00:00.000000,Education,6
433,France,2017-12-18 00:00:00.000000,Education,8
434,France,2017-12-19 00:00:00.000000,Education,8
435,France,2017-12-20 00:00:00.000000,Education,4
436,France,2017-12-21 00:00:00.000000,Education,12
437,France,2017-12-22 00:00:00.000000,Education,12
438,France,2017-12-23 00:00:00.000000,Education,6
439,France,2017-12-24 00:00:00.000000,Education,6
440,France,2017-12-25 00:00:00.000000,Education,6
441,France,2017-12-26 00:00:00.000000,Education,12
442,France,2017-12-27 00:00:00.000000,Education,10
443,France,2017-12-28 00:00:00.000000,Education,6
444,France,2017-12-29 00:00:00.000000,Education,4
445,France,2017-12-30 00:00:00.000000,Education,6
446,France,2017-12-31 00:00:00.000000,Education,12
447,France,2018-01-01 00:00:00.000000,Education,6
448,France,2018-01-02 00:00:00.000000,Education,10
449,France,2018-01-03 00:00:00.000000,Education,8
450,France,2018-01-04 00:00:00.000000,Education,2
451,France,2018-01-05 00:00:00.000000,Education,2
452,France,2018-01-06 00:00:00.000000,Education,4
453,France,2018-01-07 00:00:00.000000,Education,6
454,France,2018-01-08 00:00:00.000000,Education,10
455,France,2018-01-09 00:00:00.000000,Education,2
456,France,2018-01-12 00:00:00.000000,Education,10
457,France,2018-01-13 00:00:00.000000,Education,6
458,France,2018-01-14 00:00:00.000000,Education,2
459,France,2018-01-15 00:00:00.000000,Education,16
460,France,2018-01-16 00:00:00.000000,Education,8
461,France,2018-01-17 00:00:00.000000,Education,8
462,France,2018-01-18 00:00:00.000000,Education,4
463,France,2018-01-19 00:00:00.000000,Education,6
464,France,2018-01-20 00:00:00.000000,Education,6
465,France,2018-01-21 00:00:00.000000,Education,2
466,France,2018-01-22 00:00:00.000000,Education,6
467,France,2018-01-23 00:00:00.000000,Education,10
468,France,2018-01-24 00:00:00.000000,Education,4
469,France,2018-01-25 00:00:00.000000,Education,10
470,France,2018-01-26 00:00:00.000000,Education,10
471,France,2018-01-27 00:00:00.000000,Education,6
472,France,2018-01-28 00:00:00.000000,Education,2
473,France,2018-01-29 00:00:00.000000,Education,6
474,France,2018-01-30 00:00:00.000000,Education,8
475,France,2018-01-31 00:00:00.000000,Education,12
476,France,2018-02-01 00:00:00.000000,Education,10
477,France,2018-02-02 00:00:00.000000,Education,8
478,France,2018-02-03 00:00:00.000000,Education,4
479,France,2018-02-04 00:00:00.000000,Education,6
480,France,2018-02-05 00:00:00.000000,Education,6
481,France,2018-02-06 00:00:00.000000,Education,8
482,France,2018-02-07 00:00:00.000000,Education,10
483,France,2018-02-08 00:00:00.000000,Education,6
484,France,2018-02-09 00:00:00.000000,Education,14
485,France,2018-02-10 00:00:00.000000,Education,6
486,France,2018-02-11 00:00:00.000000,Education,10
487,France,2018-02-12 00:00:00.000000,Education,8
