productID;price_per_one
21268;0.42
21269;8.5
21270;8.29
21272;1.06
21275;0.0
21277;21.95
21278;2.55
21279;2.55
21280;2.55
21281;2.55
21282;0.0
21284;0.42
21285;0.65
21286;2.55
21287;0.38
21288;2.95
21289;1.25
21291;0.85
21292;0.64
21293;4.21
21294;1.25
21306;2.1
21307;2.1
21311;2.1
21313;0.64
21314;1.85
21316;2.95
21317;5.45
21318;1.65
21319;1.45
21320;2.55
21324;0.0
21326;0.55
21327;1.65
21328;1.65
21329;1.65
21331;12.75
21332;12.75
21333;2.95
21336;2.95
21340;9.95
21344;20.79
21348;0.0
21349;0.0
21351;5.95
21352;5.79
21354;1.05
21355;0.0
21356;1.25
21357;0.0
21358;1.25
21359;15.95
21360;9.95
21361;10.95
21363;4.95
21364;6.75
21365;2.95
21366;4.25
21367;2.55
21368;2.55
21369;3.75
21370;6.35
21371;2.55
21372;2.95
21374;3.75
21375;5.45
21376;5.45
21377;1.65
21378;1.65
21379;1.25
21380;2.95
21381;1.45
21382;2.95
21383;0.65
21385;0.85
21386;0.85
21389;0.85
21390;1.06
21391;2.1
21392;2.1
21393;2.1
21394;1.95
21397;1.25
21398;2.1
21399;2.1
21400;0.42
21401;0.42
21402;0.83
21403;0.36
21407;3.75
21408;4.25
21410;8.47
21411;3.75
21412;0.42
21413;1.25
21414;0.0
21415;2.1
21416;3.75
21417;2.1
21418;2.55
21420;3.25
21421;0.0
21422;0.72
21424;2.55
21425;2.55
21426;1.85
21427;2.1
21428;3.75
21429;0.0
21430;3.39
21431;0.0
21439;1.25
21441;0.85
21442;0.72
21445;1.25
21446;1.25
21447;1.25
21448;0.0
21452;2.55
21454;0.83
21455;0.83
21456;1.25
21457;1.25
21458;1.25
21459;1.95
21460;1.95
21461;1.95
21462;6.75
21463;2.5
21464;4.25
21465;3.75
21466;3.75
21467;3.75
21468;3.75
21469;3.75
21470;3.75
21471;2.95
21472;3.75
21473;19.95
21476;14.95
21479;0.0
21481;0.0
21484;2.95
21485;4.25
21486;0.0
21488;0.0
21491;0.0
21494;1.25
21495;0.42
21497;0.42
21498;0.34
21499;0.34
21500;0.34
21503;0.42
21504;0.42
21506;0.36
21507;0.36
21508;0.36
21509;0.36
21518;0.42
21519;0.36
21520;0.42
21523;6.75
21524;6.75
21527;6.95
21528;6.95
21530;2.95
21531;0.0
21533;4.25
21534;4.95
21535;0.0
21537;3.75
21538;3.75
21539;0.0
21544;0.85
21547;2.95
21555;2.46
21556;2.25
21557;2.46
21558;2.1
21559;0.0
21561;2.1
21562;1.25
21563;2.55
21564;2.55
21576;2.25
21577;2.25
21578;2.25
21579;2.25
21580;2.25
21581;2.25
21584;1.65
21586;2.1
21587;0.0
21588;2.1
21589;0.0
21591;1.25
21592;1.25
21594;4.13
21595;0.0
21609;2.55
21613;2.95
21615;1.25
21616;1.25
21617;1.25
21618;1.25
21619;1.25
21620;1.25
21621;0.0
21622;4.95
21623;6.38
21624;5.95
21625;5.79
21626;1.95
21627;14.95
21628;14.95
21629;7.95
21630;8.95
21631;3.95
21632;0.0
21633;3.95
21634;2.51
21635;3.75
21636;2.55
21638;2.1
21640;0.85
21641;0.85
21642;0.85
21643;1.25
21644;0.0
21645;0.0
21647;2.1
21648;0.0
21650;0.19
21651;0.0
21653;0.0
21654;1.45
21655;0.0
21656;1.45
21657;6.95
21658;3.39
21661;0.0
21662;5.45
21664;3.39
21666;0.65
21667;0.0
21668;1.06
21669;1.06
21670;0.0
21671;0.85
21672;0.85
21673;0.0
21675;0.79
21676;0.79
21677;0.79
21678;0.79
21679;0.85
21680;0.85
21681;9.95
21682;4.95
21683;2.95
21684;0.64
21686;39.95
21688;2.95
21689;3.75
21690;0.0
21692;0.0
21693;2.95
21694;2.95
21695;2.95
21696;0.0
21698;0.85
21700;0.85
21703;0.36
21704;0.72
21705;1.65
21706;3.29
21707;3.29
21708;3.29
21709;3.29
21710;3.29
21711;3.36
21713;2.1
21714;1.25
21715;2.1
21716;2.1
21717;0.0
21718;1.25
21719;0.85
21720;0.85
21721;0.85
21722;0.85
21723;0.85
21724;0.85
21725;0.85
21726;0.85
21730;4.25
21731;1.25
21733;2.55
21735;10.95
21736;2.1
21738;2.95
21739;2.95
21741;2.95
21742;5.95
21743;0.0
21744;2.95
21745;3.39
21746;1.06
21747;1.25
21749;1.85
21750;4.21
21754;5.45
21755;5.45
21756;5.45
21757;4.95
21758;6.45
21761;29.95
21763;0.0
21769;52.77
21773;0.42
21774;0.42
21775;0.42
21777;0.0
21781;12.75
21784;0.0
21785;0.0
21786;0.32
21787;0.65
21788;0.65
21789;0.85
21790;0.72
21791;0.0
21792;6.75
21793;6.75
21794;6.75
21801;0.0
21802;0.42
21803;0.42
21804;3.75
21805;0.0
21807;0.0
21808;3.75
21809;1.25
21810;1.25
21811;1.25
21812;4.95
21813;4.95
21814;0.0
21815;1.45
21816;1.45
21817;0.85
21818;0.85
21819;0.85
21820;3.75
21821;3.75
21822;1.95
21823;1.45
21824;1.45
21826;1.25
21827;1.25
21828;1.25
21829;0.21
21830;0.42
21832;1.65
21833;1.49
21836;0.0
21841;0.0
21843;9.95
21844;2.55
21845;2.55
21846;1.63
21847;1.63
21849;1.63
21850;1.63
21851;1.63
21864;1.69
21865;2.1
21866;1.25
21867;1.25
21868;1.06
21870;1.06
21871;1.06
21872;1.25
21873;0.42
21874;1.06
21875;1.06
21876;0.42
21877;1.06
21878;0.72
21879;0.19
21880;0.19
21881;0.19
21882;0.19
21883;0.19
21884;0.19
21888;0.0
21889;1.06
21890;2.95
21891;0.0
21892;1.25
21894;1.25
21895;0.0
21896;1.85
21897;0.0
21898;2.46
21899;0.0
21900;0.65
21901;0.65
21902;0.65
21903;1.85
21904;2.1
21905;1.63
21906;6.75
21907;1.85
21908;1.85
21910;1.65
21911;1.65
21912;0.0
21913;3.29
21914;1.06
21915;1.06
21916;0.42
21917;0.36
21918;0.36
21922;6.95
21925;1.25
21926;1.25
21927;1.25
21928;1.65
21929;1.65
21930;1.65
21931;1.65
21932;2.55
21933;2.55
21934;1.63
21935;1.45
21936;2.55
21937;2.55
21942;0.85
21943;0.85
21944;0.85
21945;0.85
21946;0.85
21947;1.06
21948;1.25
21949;1.06
21955;6.75
21967;0.29
21972;1.45
21973;1.45
21974;1.45
21975;0.4
21976;0.42
21977;0.4
21980;0.25
21981;0.22
21982;0.22
21983;0.29
21984;0.25
21985;0.22
21986;0.22
21987;0.53
21988;0.64
21989;0.64
21990;2.46
21991;2.46
21992;2.46
21993;2.46
22021;1.65
22023;0.42
22024;0.0
22025;0.36
22026;0.36
22027;0.36
22028;0.0
22029;0.36
22030;0.36
22031;0.42
22032;0.42
22033;0.42
22034;0.0
22035;0.36
22037;0.42
22038;0.42
22040;0.42
22041;2.1
22042;0.42
22043;0.42
22044;0.42
22045;0.42
22046;0.42
22047;0.42
22048;0.42
22049;0.42
22050;0.42
22051;0.42
22052;0.42
22053;0.82
22055;1.45
22057;1.49
22059;1.25
22060;8.5
22061;8.5
22062;2.95
22063;2.95
22064;0.0
22065;1.25
22066;1.45
22067;1.45
22068;1.65
22069;1.65
22070;3.29
22071;3.29
22072;0.0
22073;3.39
22074;0.42
22075;1.45
22076;1.65
22077;1.45
22078;1.85
22079;1.45
22080;1.45
22081;1.65
22082;1.65
22083;2.55
22084;2.55
22085;2.95
22086;2.55
22087;2.55
22088;2.55
22089;2.55
22090;0.0
22091;1.06
22092;1.25
22093;1.25
22094;1.25
22095;1.06
22096;1.25
22097;1.25
22098;1.25
22099;1.06
22100;1.25
22101;2.1
22102;1.65
22103;1.45
22104;1.63
22105;4.21
22106;4.96
22107;3.75
22108;1.25
22109;0.0
22110;2.55
22111;4.25
22112;0.0
22113;3.39
22114;0.0
22115;2.95
22116;0.85
22117;0.85
22118;4.95
22119;6.95
22120;8.5
22121;5.45
22123;4.96
22124;2.46
22125;12.46
22127;1.25
22128;1.06
22129;0.72
22130;0.72
22131;1.65
22132;0.85
22133;0.85
22134;0.42
22135;0.42
22136;1.65
22137;2.95
22138;4.25
22139;0.0
22141;1.85
22142;1.45
22143;0.0
22144;1.85
22145;0.0
22146;0.0
22147;1.25
22148;1.65
22149;1.85
22150;1.65
22151;0.36
22152;0.42
22153;0.42
22154;0.36
22155;0.0
22156;0.72
22157;0.85
22158;0.0
22161;0.65
22162;0.0
22163;2.95
22164;2.95
22165;10.79
22166;7.46
22167;8.29
22168;0.0
22169;7.65
22170;5.95
22171;7.65
22173;2.55
22174;1.25
22175;2.95
22176;2.95
22178;1.06
22179;5.95
22180;8.5
22181;0.85
22182;4.13
22183;3.0
22184;0.0
22185;1.45
22186;2.55
22187;4.25
22188;2.31
22189;2.31
22190;0.85
22191;7.65
22192;7.65
22193;7.65
22194;8.29
22195;1.65
22196;0.85
22197;0.72
22198;0.0
22199;3.75
22200;4.25
22201;3.29
22202;0.0
22203;3.75
22204;3.29
22206;0.85
22207;3.75
22208;1.45
22209;1.63
22210;1.63
22211;1.45
22212;1.69
22214;1.63
22215;7.65
22216;0.79
22217;1.25
22218;0.0
22219;0.72
22220;8.5
22221;8.5
22222;1.95
22223;1.95
22224;2.55
22227;0.65
22228;0.85
22229;0.85
22230;0.85
22231;1.45
22232;1.65
22233;1.65
22236;10.95
22241;1.25
22242;0.0
22243;1.45
22244;1.65
22245;0.72
22246;1.95
22247;0.72
22248;0.72
22249;0.72
22250;0.72
22251;1.06
22252;1.06
22254;1.06
22255;0.85
22256;1.25
22257;0.42
22258;0.42
22259;0.42
22260;0.85
22261;0.85
22262;0.85
22263;0.19
22264;0.19
22265;0.65
22266;0.65
22267;1.06
22268;0.72
22269;1.25
22270;3.39
22271;2.55
22272;2.95
22273;2.55
22274;2.55
22275;7.65
22276;2.55
22277;2.1
22278;4.95
22279;0.83
22280;0.83
22281;5.95
22282;12.75
22283;7.95
22284;1.65
22285;1.65
22286;1.65
22287;1.65
22288;1.25
22289;1.25
22291;1.45
22292;1.25
22293;1.45
22294;1.06
22295;1.45
22296;1.65
22297;1.25
22299;1.25
22300;0.0
22301;2.1
22302;2.1
22303;2.1
22304;2.55
22305;2.1
22306;1.65
22307;1.65
22308;2.55
22309;2.55
22310;1.45
22311;2.95
22312;2.95
22313;2.95
22314;2.95
22315;1.25
22316;1.25
22317;2.46
22318;2.55
22319;0.65
22320;5.95
22321;0.85
22322;0.79
22323;0.0
22324;1.95
22325;3.29
22326;2.55
22327;0.0
22328;2.55
22329;1.45
22331;1.45
22332;1.45
22333;1.45
22334;1.45
22335;0.55
22336;0.65
22337;0.65
22338;0.65
22339;0.65
22340;3.36
22341;1.45
22342;0.85
22343;0.21
22344;0.21
22345;0.21
22346;0.21
22348;0.72
22349;2.69
22350;0.0
22351;0.0
22352;2.1
22353;0.0
22354;3.39
22355;0.72
22356;0.0
22357;0.0
22358;2.55
22359;0.0
22360;0.0
22361;0.0
22362;0.0
22363;0.0
22364;0.0
22365;0.0
22366;0.0
22367;0.0
22371;0.0
22372;0.0
22374;0.0
22375;0.0
22376;0.0
22377;0.85
22378;0.85
22379;1.85
22380;1.85
22381;1.85
22382;1.45
22383;0.0
22384;1.45
22385;1.65
22386;1.65
22389;0.85
22390;0.85
22391;0.85
22393;0.85
22394;0.85
22395;0.85
22396;0.42
22398;1.25
22399;1.06
22400;1.25
22402;1.25
22403;0.42
22405;1.25
22406;1.25
22407;1.25
22408;1.25
22409;1.25
22410;1.25
22411;1.65
22412;1.85
22413;2.95
22414;6.75
22415;7.95
22416;1.25
22417;0.42
22418;0.85
22419;0.36
22420;0.42
22421;0.42
22422;0.65
22423;0.0
22424;10.85
22425;4.25
22426;0.0
22427;0.0
22428;0.0
22429;3.75
22430;4.25
22431;0.0
22432;0.0
22433;1.95
22434;1.95
22435;1.06
22436;0.65
22437;0.72
22438;1.63
22439;0.65
22440;0.42
22441;2.1
22442;7.95
22443;7.95
22444;0.0
22445;2.46
22446;2.46
22447;2.46
22448;3.35
22449;2.95
22450;2.95
22451;0.0
22452;1.63
22453;1.63
22454;0.0
22456;4.25
22457;2.55
22458;2.55
22459;2.55
22460;1.25
22461;10.95
22464;1.45
22465;1.45
22466;1.45
22467;2.1
22468;6.75
22469;1.45
22470;0.0
22471;1.95
22472;0.0
22473;0.0
22474;0.0
22475;0.0
22476;0.0
22477;1.25
22478;1.25
22479;1.25
22480;1.06
22481;0.42
22482;1.06
22483;2.55
22485;12.75
22486;3.95
22487;8.5
22488;1.45
22489;0.36
22491;0.72
22492;0.55
22493;1.45
22494;1.25
22495;2.95
22496;2.95
22497;4.25
22498;5.95
22499;4.95
22500;4.95
22501;0.0
22502;0.0
22503;12.75
22504;12.75
22505;4.25
22507;3.86
22508;3.39
22509;14.95
22510;1.25
22511;1.25
22512;0.0
22513;3.75
22514;0.0
22515;1.85
22516;0.0
22517;1.85
22518;0.0
22519;1.85
22520;0.0
22521;0.85
22522;0.72
22523;0.85
22524;0.0
22525;0.0
22526;0.0
22528;3.36
22529;0.36
22530;0.36
22531;0.42
22532;0.42
22533;0.36
22534;0.36
22535;0.42
22536;0.36
22537;0.42
22538;0.42
22539;0.42
22540;0.42
22541;0.42
22543;0.32
22544;0.36
22545;0.36
22546;0.42
22547;0.42
22548;1.25
22549;1.25
22550;0.0
22551;1.45
22553;0.0
22554;1.45
22555;1.45
22556;1.45
22557;1.45
22558;1.25
22559;0.0
22560;1.06
22561;1.45
22562;1.25
22563;1.06
22564;1.06
22565;0.85
22566;0.85
22567;1.06
22568;3.39
22569;3.39
22570;3.39
22571;0.72
22572;0.72
22573;0.85
22574;0.72
22575;1.95
22576;0.85
22577;0.85
22578;0.85
22579;0.85
22580;0.0
22581;0.85
22582;2.55
22583;2.55
22584;2.55
22585;0.0
22586;0.85
22587;0.85
22588;0.0
22589;2.55
22591;0.0
22592;3.75
22593;0.72
22594;0.85
22595;0.72
22596;0.72
22597;0.85
22598;0.85
22599;0.85
22600;0.72
22601;0.85
22602;0.85
22603;0.85
22604;2.1
22605;12.46
22606;12.75
22607;8.5
22608;0.21
22609;0.21
22610;0.21
22611;4.95
22613;0.64
22614;0.29
22615;0.29
22616;0.22
22617;0.0
22618;8.49
22619;0.0
22620;0.0
22621;1.25
22622;8.5
22623;4.25
22624;0.0
22625;0.0
22626;0.0
22627;0.0
22628;4.13
22629;1.65
22630;1.65
22631;1.65
22632;0.0
22633;0.0
22634;8.5
22635;8.5
22636;7.65
22637;2.1
22638;0.85
22639;2.1
22640;0.85
22641;0.85
22642;2.1
22643;0.85
22644;1.25
22645;1.25
22646;1.25
22647;0.0
22649;0.0
22650;0.0
22651;0.72
22652;0.0
22653;1.65
22654;4.95
22655;125.0
22656;125.0
22659;1.65
22660;7.95
22661;0.72
22662;1.45
22663;1.65
22664;1.85
22665;0.0
22666;0.0
22667;2.55
22668;2.55
22669;2.55
22670;1.06
22671;1.45
22672;1.65
22673;1.06
22674;1.06
22675;1.06
22676;0.0
22677;0.0
22678;0.0
22679;0.0
22680;0.0
22681;0.0
22682;0.0
22683;0.0
22684;0.0
22685;0.0
22686;0.0
22688;6.75
22689;0.0
22690;0.0
22691;6.75
22692;6.75
22693;0.94
22694;2.1
22695;1.45
22696;1.65
22697;0.0
22698;0.0
22699;0.0
22700;0.85
22701;0.85
22702;0.65
22703;2.1
22704;0.42
22705;0.42
22706;0.42
22707;0.42
22708;0.42
22709;0.42
22710;0.34
22711;0.42
22712;0.0
22713;0.36
22714;0.36
22715;0.36
22716;0.36
22717;0.42
22718;0.36
22719;1.06
22720;4.25
22721;4.25
22722;3.45
22723;3.45
22725;3.39
22726;3.75
22727;3.39
22728;3.39
22729;3.75
22730;3.39
22731;1.25
22732;1.25
22733;1.25
22734;0.0
22735;1.65
22736;1.65
22737;1.65
22738;1.65
22739;1.65
22740;0.85
22741;0.85
22742;2.95
22743;2.55
22744;2.55
22745;1.85
22746;1.85
22747;1.85
22748;1.85
22749;3.39
22750;3.39
22751;3.39
22752;7.65
22753;0.85
22754;0.72
22755;0.72
22756;1.25
22757;1.06
22758;1.25
22759;1.45
22760;10.95
22761;21.95
22762;12.75
22763;8.5
22764;49.96
22765;0.0
22766;2.55
22767;8.5
22768;8.5
22769;0.0
22770;14.95
22771;0.85
22772;0.85
22773;0.85
22774;0.85
22775;1.06
22776;8.5
22777;7.65
22778;3.39
22779;3.37
22780;3.37
22781;6.75
22782;9.95
22783;7.95
22784;4.25
22785;5.95
22786;4.95
22788;8.5
22789;1.65
22791;1.06
22792;0.72
22794;6.75
22795;5.95
22796;8.5
22797;14.95
22798;2.95
22799;8.5
22800;3.75
22801;3.39
22802;16.63
22803;33.29
22804;2.46
22805;1.06
22806;2.95
22807;2.95
22808;2.95
22809;2.55
22810;2.55
22811;2.95
22812;1.95
22813;1.65
22814;0.36
22815;0.36
22816;0.36
22817;0.36
22818;0.42
22819;0.36
22820;0.65
22821;0.65
22822;4.95
22823;110.0
22824;35.95
22825;7.95
22826;175.0
22827;145.0
22828;145.0
22829;8.5
22830;0.0
22831;2.95
22832;9.95
22833;0.0
22834;0.85
22835;4.25
22837;0.0
22838;12.75
22839;12.75
22840;6.95
22841;0.0
22842;0.0
22843;0.0
22844;7.65
22845;5.55
22846;14.95
22847;0.0
22848;14.95
22849;14.95
22851;0.85
22852;4.25
22853;3.25
22854;4.25
22855;1.06
22856;1.06
22857;0.72
22858;1.45
22859;1.45
22860;1.65
22861;1.65
22862;4.25
22863;2.55
22865;0.0
22866;0.0
22867;0.0
22868;1.95
22869;1.95
22870;1.95
22871;1.95
22872;1.95
22873;1.95
22874;1.95
22875;1.95
22876;1.95
22877;1.95
22878;2.1
22879;0.42
22880;0.42
22881;0.42
22882;0.42
22883;0.42
22884;0.42
22885;0.42
22886;0.42
22887;0.42
22888;0.42
22889;0.75
22890;8.5
22891;3.75
22892;1.06
22893;0.36
22894;8.29
22895;2.55
22896;2.1
22897;1.25
22898;1.65
22899;1.85
22900;2.55
22902;1.69
22903;2.95
22904;2.55
22905;2.95
22906;1.45
22907;0.64
22908;0.64
22909;0.64
22910;2.55
22911;2.95
22912;4.95
22913;4.95
22914;4.95
22915;0.36
22916;0.65
22917;0.65
22918;0.65
22919;0.65
22920;0.65
22921;0.65
22922;0.72
22923;0.85
22924;0.85
22925;5.95
22926;4.95
22927;5.95
22928;5.95
22929;57.95
22930;2.1
22931;2.1
22932;2.1
22933;2.55
22934;2.55
22935;2.75
22936;2.75
22937;2.1
22938;1.65
22939;4.95
22940;4.25
22941;7.65
22942;7.65
22943;4.25
22944;1.25
22945;0.85
22946;16.95
22947;16.95
22948;0.85
22949;1.45
22951;0.42
22952;0.42
22953;1.25
22954;1.25
22955;1.85
22956;1.85
22957;2.55
22959;0.0
22960;3.75
22961;1.25
22962;0.72
22963;0.72
22964;1.85
22965;1.85
22966;1.06
22967;2.55
22968;8.5
22969;1.25
22970;2.1
22971;2.1
22972;1.45
22973;1.45
22974;1.45
22975;1.25
22976;1.25
22977;1.25
22978;3.75
22980;1.45
22983;0.36
22984;0.36
22985;0.34
22986;0.42
22988;1.06
22989;2.75
22990;4.25
22991;1.65
22992;1.65
22993;1.06
22994;0.42
22995;0.36
22996;0.36
22997;0.42
22998;0.36
22999;0.36
23000;0.42
23002;0.42
23003;0.36
23004;0.42
23005;0.42
23006;0.42
23166;1.04
23230;0.34
23231;0.34
23232;0.34
23233;0.42
35001G;2.0
35001W;0.0
35004B;1.95
35004C;0.0
35004G;1.95
35004P;0.0
35095A;0.42
35095B;0.42
35241;4.25
35265;6.95
35271S;0.0
35400;0.0
35443;0.85
35471D;1.25
35591T;1.25
35597A;1.25
35597B;1.25
35598B;0.65
35598D;0.65
35599B;5.91
35599D;5.91
35607A;0.0
35609A;2.51
35610A;1.25
35610B;1.25
35610C;1.25
35637A;5.95
35637C;5.95
35638A;5.95
35644;0.0
35645;0.0
35646;1.25
35647;1.25
35648;0.85
35651;1.65
35653;2.95
35809A;2.1
35809a;4.13
35810A;2.1
35810B;2.1
35815P;2.1
35817P;2.55
35818P;3.29
35819B;2.46
35832;2.95
35833G;0.0
35833P;1.25
35909A;2.95
35909B;2.95
35910A;1.95
35911A;2.1
35911B;2.1
35912B;1.25
35913B;0.85
35914;2.1
35915B;0.83
35915C;0.83
35916A;1.63
35916B;1.63
35916C;1.63
35920;1.25
35921;1.25
35922;0.0
35923;1.25
35924;1.69
35933;0.38
35951;0.0
35953;1.25
35954;0.0
35957;0.0
35958;0.0
35961;0.72
35964;1.63
35965;0.0
35967;0.38
35968;0.38
35969;0.0
35970;4.13
35971;1.25
35972;1.25
35991;0.0
37327;0.42
37333;0.0
37340;0.85
37342;0.85
37343;1.65
37351;1.25
37370;1.06
37379A;1.25
37413;0.0
37444A;2.95
37444B;2.95
37444C;2.95
37446;1.25
37447;1.25
37448;1.25
37449;8.5
37450;2.55
37461;0.0
37462E;0.42
37464;0.0
37467;0.0
37468;7.46
37474;0.0
37475;8.49
37476;0.0
37479B;2.55
37479P;2.55
37482P;2.55
37489A;1.95
37489B;1.95
37489C;1.95
37489D;1.95
37491A;3.29
37491D;3.29
37495;3.75
37500;8.49
37501;6.95
37503;10.75
37509;0.0
40001;0.64
40003;1.25
40005B;0.85
40016;0.25
40046A;1.25
44089A;0.42
44089C;0.42
44091A;0.42
44092B;0.85
44092C;0.85
44228;0.85
44234;0.18
